"","term","description","url","package","title"
"1","library()","load R packages","https://rdrr.io/r/base/library.html","base","psyteachr_fqa Ch. 15"
"2","read_csv()","read comma delimited files","https://readr.tidyverse.org/reference/read_delim.html","readr","psyteachr_fqa Ch. 15"
"3","count()","count unique values of variables","https://dplyr.tidyverse.org/reference/count.html","dplyr","psyteachr_fqa Ch. 15"
"4","group_by()","group data by levels of column","https://dplyr.tidyverse.org/reference/group_by.html","dplyr","psyteachr_fqa Ch. 15"
"5","summarise()",NA,NA,NA,"psyteachr_fqa Ch. 15"
"6","round()","round values to specified number of digits","https://rdrr.io/r/base/Round.html","base","psyteachr_fqa Ch. 15"
"7","mean()","calculate mean of elements of vector","https://rdrr.io/r/base/mean.html","base","psyteachr_fqa Ch. 15"
"8","sd()","compute standard deviation","https://rdrr.io/r/stats/sd.html","stats","psyteachr_fqa Ch. 15"
"9","pivot_longer()","pivot data frame to be longer","https://tidyr.tidyverse.org/reference/pivot_longer.html","tidyr","psyteachr_fqa Ch. 15"
"10","ggplot()","create a plotting area","https://ggplot2.tidyverse.org/reference/ggplot.html","ggplot2","psyteachr_fqa Ch. 15"
"11","aes()","create aesthetic mappings between data and plot","https://ggplot2.tidyverse.org/reference/aes.html","ggplot2","psyteachr_fqa Ch. 15"
"12","geom_point()","add layer of points to plot","https://ggplot2.tidyverse.org/reference/geom_point.html","ggplot2","psyteachr_fqa Ch. 15"
"13","geom_smooth()","create smoothed lines to plot","https://ggplot2.tidyverse.org/reference/geom_smooth.html","ggplot2","psyteachr_fqa Ch. 15"
"14","theme_classic()",NA,NA,NA,"psyteachr_fqa Ch. 15"
"15","labs()","modify axis, legend, and plot labels","https://ggplot2.tidyverse.org/reference/labs.html","ggplot2","psyteachr_fqa Ch. 15"
"16","mutate()","create or modify data columns","https://dplyr.tidyverse.org/reference/mutate.html","dplyr","psyteachr_fqa Ch. 15"
"17","lm()","fit linear model","https://rdrr.io/r/stats/lm.html","stats","psyteachr_fqa Ch. 15"
"18","summary()","return summary of model fitting functions","https://rdrr.io/r/base/summary.html","base","psyteachr_fqa Ch. 15"
"19","confint()",NA,NA,NA,"psyteachr_fqa Ch. 15"
"20","filter()","keep rows based on values of columns","https://dplyr.tidyverse.org/reference/filter.html","dplyr","psyteachr_fqa Ch. 15"
