"","term","description","url","package","title"
"1","ggplot()","create a plotting area","https://ggplot2.tidyverse.org/reference/ggplot.html","ggplot2","psyteachr_fqa Ch. 08"
"2","aes()","create aesthetic mappings between data and plot","https://ggplot2.tidyverse.org/reference/aes.html","ggplot2","psyteachr_fqa Ch. 08"
"3","geom_point()","add layer of points to plot","https://ggplot2.tidyverse.org/reference/geom_point.html","ggplot2","psyteachr_fqa Ch. 08"
"4","geom_smooth()","create smoothed lines to plot","https://ggplot2.tidyverse.org/reference/geom_smooth.html","ggplot2","psyteachr_fqa Ch. 08"
"5","scale_y_continuous()","scale y axis to be continuous","https://ggplot2.tidyverse.org/reference/scale_continuous.html","ggplot2","psyteachr_fqa Ch. 08"
"6","c()","create vector of numbers, characters, etc.","https://rdrr.io/r/base/c.html","base","psyteachr_fqa Ch. 08"
"7","correlation()",NA,NA,NA,"psyteachr_fqa Ch. 08"
"8","pivot_longer()","pivot data frame to be longer","https://tidyr.tidyverse.org/reference/pivot_longer.html","tidyr","psyteachr_fqa Ch. 08"
"9","group_by()","group data by levels of column","https://dplyr.tidyverse.org/reference/group_by.html","dplyr","psyteachr_fqa Ch. 08"
"10","summarise()",NA,NA,NA,"psyteachr_fqa Ch. 08"
"11","round()","round values to specified number of digits","https://rdrr.io/r/base/Round.html","base","psyteachr_fqa Ch. 08"
"12","mean()","calculate mean of elements of vector","https://rdrr.io/r/base/mean.html","base","psyteachr_fqa Ch. 08"
"13","sd()","compute standard deviation","https://rdrr.io/r/stats/sd.html","stats","psyteachr_fqa Ch. 08"
"14","lm()","fit linear model","https://rdrr.io/r/stats/lm.html","stats","psyteachr_fqa Ch. 08"
"15","summary()","return summary of model fitting functions","https://rdrr.io/r/base/summary.html","base","psyteachr_fqa Ch. 08"
"16","format()","format object for pretty printing","https://rdrr.io/r/base/format.html","base","psyteachr_fqa Ch. 08"
"17","confint()",NA,NA,NA,"psyteachr_fqa Ch. 08"
"18","mutate()","create or modify data columns","https://dplyr.tidyverse.org/reference/mutate.html","dplyr","psyteachr_fqa Ch. 08"
"19","standardize_parameters()",NA,NA,NA,"psyteachr_fqa Ch. 08"
"20","head()","return first rows of matrix, data frame, etc.","https://rdrr.io/r/utils/head.html","utils","psyteachr_fqa Ch. 08"
"21","par()",NA,NA,NA,"psyteachr_fqa Ch. 08"
"22","plot()",NA,NA,NA,"psyteachr_fqa Ch. 08"
"23","check_model()",NA,NA,NA,"psyteachr_fqa Ch. 08"
"24","residuals()",NA,NA,NA,"psyteachr_fqa Ch. 08"
