"","term","description","url","package","title"
"1","library()","load R packages","https://rdrr.io/r/base/library.html","base","R4DS-2e Ch. 20"
"2","read_excel()","import either xls or xlsx Excel files","https://readxl.tidyverse.org/reference/read_excel.html","readxl","R4DS-2e Ch. 20"
"3","c()","create vector of numbers, characters, etc.","https://rdrr.io/r/base/c.html","base","R4DS-2e Ch. 20"
"4","mutate()","create or modify data columns","https://dplyr.tidyverse.org/reference/mutate.html","dplyr","R4DS-2e Ch. 20"
"5","if_else()","vectorized if statement that checks conditionals and returns different outputs based on answer","https://dplyr.tidyverse.org/reference/if_else.html","dplyr","R4DS-2e Ch. 20"
"6","parse_number()","parse a character vector to numbers","https://readr.tidyverse.org/reference/parse_atomic.html","readr","R4DS-2e Ch. 20"
"7","excel_sheets()","return the sheet names from an Excel spreadsheet","https://readxl.tidyverse.org/reference/excel_sheets.html","readxl","R4DS-2e Ch. 20"
"8","dim()","return dimensions of matrix, data frame, etc.","https://rdrr.io/r/base/dim.html","base","R4DS-2e Ch. 20"
"9","bind_rows()","bind rows in dplyr","https://dplyr.tidyverse.org/reference/bind.html","dplyr","R4DS-2e Ch. 20"
"10","readxl_example()","get path to readxl example","https://readxl.tidyverse.org/reference/readxl_example.html","readxl","R4DS-2e Ch. 20"
"11","tibble()","create tibble","https://tibble.tidyverse.org/reference/tibble.html","tibble","R4DS-2e Ch. 20"
"12","factor()","encode vector as factor","https://rdrr.io/r/base/factor.html","base","R4DS-2e Ch. 20"
"13","gs4_deauth()",NA,NA,NA,"R4DS-2e Ch. 20"
"14","read_sheet()","import a Google sheet (function name matches readr conventions)","https://googlesheets4.tidyverse.org/reference/range_read.html","googlesheets4","R4DS-2e Ch. 20"
"15","sheet_names()",NA,NA,NA,"R4DS-2e Ch. 20"
"16","gs4_example()",NA,NA,NA,"R4DS-2e Ch. 20"
