"","term","description","url","package","title"
"1","library()","load R packages","https://rdrr.io/r/base/library.html","base","R4DS-2e Ch. 23"
"2","list()","create recursive vector (list)","https://rdrr.io/r/base/list.html","base","R4DS-2e Ch. 23"
"3","str()","return object structure","https://rdrr.io/r/utils/str.html","utils","R4DS-2e Ch. 23"
"4","c()","create vector of numbers, characters, etc.","https://rdrr.io/r/base/c.html","base","R4DS-2e Ch. 23"
"5","tibble()","create tibble","https://tibble.tidyverse.org/reference/tibble.html","tibble","R4DS-2e Ch. 23"
"6","filter()","keep rows based on values of columns","https://dplyr.tidyverse.org/reference/filter.html","dplyr","R4DS-2e Ch. 23"
"7","data.frame()","create data frame","https://rdrr.io/r/base/data.frame.html","base","R4DS-2e Ch. 23"
"8","I()","inhibit interpretation/conversion of objects","https://rdrr.io/r/base/AsIs.html","base","R4DS-2e Ch. 23"
"9","tribble()","create row-wise tibble","https://tibble.tidyverse.org/reference/tribble.html","tibble","R4DS-2e Ch. 23"
"10","unnest_wider()","turn each element of a list-column into a column","https://tidyr.tidyverse.org/reference/hoist.html","tidyr","R4DS-2e Ch. 23"
"11","unnest_longer()","turn each element of a list-column into a row","https://tidyr.tidyverse.org/reference/hoist.html","tidyr","R4DS-2e Ch. 23"
"12","names()","return (and can assign) column names","https://rdrr.io/r/base/names.html","base","R4DS-2e Ch. 23"
"13","head()","return first rows of matrix, data frame, etc.","https://rdrr.io/r/utils/head.html","utils","R4DS-2e Ch. 23"
"14","select()","keep specified columns","https://dplyr.tidyverse.org/reference/select.html","dplyr","R4DS-2e Ch. 23"
"15","where()",NA,NA,NA,"R4DS-2e Ch. 23"
"16","rename()","rename columns","https://dplyr.tidyverse.org/reference/rename.html","dplyr","R4DS-2e Ch. 23"
"17","hoist()","pull components of a list-column out into their own top-level columns","https://tidyr.tidyverse.org/reference/hoist.html","tidyr","R4DS-2e Ch. 23"
"18","pivot_longer()","pivot data frame to be longer","https://tidyr.tidyverse.org/reference/pivot_longer.html","tidyr","R4DS-2e Ch. 23"
"19","gh_users_json()",NA,NA,NA,"R4DS-2e Ch. 23"
"20","read_json()","read JSON file from disk","https://rdrr.io/cran/jsonlite/man/read_json.html","jsonlite","R4DS-2e Ch. 23"
"21","identical()","safe and reliable way to test if two objects are exactly equal","https://rdrr.io/r/base/identical.html","base","R4DS-2e Ch. 23"
"22","parse_json()","create JSON file from string","https://rdrr.io/cran/jsonlite/man/read_json.html","jsonlite","R4DS-2e Ch. 23"
"23","id()",NA,NA,NA,"R4DS-2e Ch. 23"
"24","is.list()",NA,NA,NA,"R4DS-2e Ch. 23"
"25","location()",NA,NA,NA,"R4DS-2e Ch. 23"
