"","term","description","url","package","title"
"25","year()","return or set year component of a date-time","https://lubridate.tidyverse.org/reference/year.html","lubridate","R4DS-2e Ch. 17"
"26","month()","return or set month component of a date-time","https://lubridate.tidyverse.org/reference/month.html","lubridate","R4DS-2e Ch. 17"
"27","mday()","extract day number of month","https://lubridate.tidyverse.org/reference/day.html","lubridate","R4DS-2e Ch. 17"
"28","yday()","extract day number of year","https://lubridate.tidyverse.org/reference/day.html","lubridate","R4DS-2e Ch. 17"
"29","wday()","extract day number of week","https://lubridate.tidyverse.org/reference/day.html","lubridate","R4DS-2e Ch. 17"
"30","geom_bar()","create bar chart based on counts in data","https://ggplot2.tidyverse.org/reference/geom_bar.html","ggplot2","R4DS-2e Ch. 17"
"31","minute()","return or set minute component of a date-time","https://lubridate.tidyverse.org/reference/minute.html","lubridate","R4DS-2e Ch. 17"
"32","group_by()","group data by levels of column","https://dplyr.tidyverse.org/reference/group_by.html","dplyr","R4DS-2e Ch. 17"
"33","summarize()","summarize data usually by grouping variable","https://dplyr.tidyverse.org/reference/summarise.html","dplyr","R4DS-2e Ch. 17"
"34","mean()","calculate mean of elements of vector","https://rdrr.io/r/base/mean.html","base","R4DS-2e Ch. 17"
"35","n()","return current group size","https://dplyr.tidyverse.org/reference/context.html","dplyr","R4DS-2e Ch. 17"
"36","geom_line()","add layer of data lines to plot","https://ggplot2.tidyverse.org/reference/geom_path.html","ggplot2","R4DS-2e Ch. 17"
"37","count()","count unique values of variables","https://dplyr.tidyverse.org/reference/count.html","dplyr","R4DS-2e Ch. 17"
"38","floor_date()","round date-time down to floor","https://lubridate.tidyverse.org/reference/round_date.html","lubridate","R4DS-2e Ch. 17"
"39","geom_point()","add layer of points to plot","https://ggplot2.tidyverse.org/reference/geom_point.html","ggplot2","R4DS-2e Ch. 17"
"40","as_hms()",NA,NA,NA,"R4DS-2e Ch. 17"
"41","hour()","return or set hour component of a date-time","https://lubridate.tidyverse.org/reference/hour.html","lubridate","R4DS-2e Ch. 17"
"42","update()","update and refit a model","https://rdrr.io/r/stats/update.html","stats","R4DS-2e Ch. 17"
"43","as.duration()",NA,NA,NA,"R4DS-2e Ch. 17"
"44","dseconds()",NA,NA,NA,"R4DS-2e Ch. 17"
"45","dminutes()",NA,NA,NA,"R4DS-2e Ch. 17"
"46","dhours()",NA,NA,NA,"R4DS-2e Ch. 17"
"47","ddays()",NA,NA,NA,"R4DS-2e Ch. 17"
"48","dweeks()",NA,NA,NA,"R4DS-2e Ch. 17"
"49","dyears()",NA,NA,NA,"R4DS-2e Ch. 17"
"50","days()","specify the number of days to be used in dates","https://lubridate.tidyverse.org/reference/period.html","lubridate","R4DS-2e Ch. 17"
"51","hours()",NA,NA,NA,"R4DS-2e Ch. 17"
"52","months()","specify the number of months to be used in dates","https://lubridate.tidyverse.org/reference/period.html","lubridate","R4DS-2e Ch. 17"
"53","minutes()",NA,NA,NA,"R4DS-2e Ch. 17"
"54","years()",NA,NA,NA,"R4DS-2e Ch. 17"
"55","Sys.timezone()","return name of current time zone","https://rdrr.io/r/base/timezones.html","base","R4DS-2e Ch. 17"
"56","length()","return number of elements in a vector","https://rdrr.io/r/base/length.html","base","R4DS-2e Ch. 17"
"57","OlsonNames()","return vector of all time zone names","https://rdrr.io/r/base/timezones.html","base","R4DS-2e Ch. 17"
"58","head()","return first rows of matrix, data frame, etc.","https://rdrr.io/r/utils/head.html","utils","R4DS-2e Ch. 17"
"59","with_tz()","return date-time in a different time zone","https://lubridate.tidyverse.org/reference/with_tz.html","lubridate","R4DS-2e Ch. 17"
"60","force_tz()","replace time zone to create new date-time","https://lubridate.tidyverse.org/reference/force_tz.html","lubridate","R4DS-2e Ch. 17"
"61","day()","get days component of date-time","https://lubridate.tidyverse.org/reference/day.html","lubridate","R4DS-2e Ch. 17"
"62","time()",NA,NA,NA,"R4DS-2e Ch. 17"
"63","week()",NA,NA,NA,"R4DS-2e Ch. 17"
