"","term","description","url","package","title"
"1","library()","load R packages","https://rdrr.io/r/base/library.html","base","R4DS-2e Ch. 14"
"2","c()","create vector of numbers, characters, etc.","https://rdrr.io/r/base/c.html","base","R4DS-2e Ch. 14"
"3","str_view()","view first regular expression match","https://stringr.tidyverse.org/reference/str_view.html","stringr","R4DS-2e Ch. 14"
"4","str_c()","combines two or more strings","https://stringr.tidyverse.org/reference/str_c.html","stringr","R4DS-2e Ch. 14"
"5","tibble()","create tibble","https://tibble.tidyverse.org/reference/tibble.html","tibble","R4DS-2e Ch. 14"
"6","mutate()","create or modify data columns","https://dplyr.tidyverse.org/reference/mutate.html","dplyr","R4DS-2e Ch. 14"
"7","coalesce()","combine vectors by returning the first non-missing value at each position","https://dplyr.tidyverse.org/reference/coalesce.html","dplyr","R4DS-2e Ch. 14"
"8","str_glue()","format and interpolate a string with glue","https://stringr.tidyverse.org/reference/str_glue.html","stringr","R4DS-2e Ch. 14"
"9","str_flatten()","flatten a string","https://stringr.tidyverse.org/reference/str_flatten.html","stringr","R4DS-2e Ch. 14"
"10","tribble()","create row-wise tibble","https://tibble.tidyverse.org/reference/tribble.html","tibble","R4DS-2e Ch. 14"
"11","group_by()","group data by levels of column","https://dplyr.tidyverse.org/reference/group_by.html","dplyr","R4DS-2e Ch. 14"
"12","summarize()","summarize data usually by grouping variable","https://dplyr.tidyverse.org/reference/summarise.html","dplyr","R4DS-2e Ch. 14"
"13","separate_longer_delim()",NA,NA,NA,"R4DS-2e Ch. 14"
"14","separate_longer_position()",NA,NA,NA,"R4DS-2e Ch. 14"
"15","separate_wider_delim()",NA,NA,NA,"R4DS-2e Ch. 14"
"16","separate_wider_position()",NA,NA,NA,"R4DS-2e Ch. 14"
"17","filter()","keep rows based on values of columns","https://dplyr.tidyverse.org/reference/filter.html","dplyr","R4DS-2e Ch. 14"
"18","str_length()","returns number of characters in a string","https://stringr.tidyverse.org/reference/str_length.html","stringr","R4DS-2e Ch. 14"
"19","count()","count unique values of variables","https://dplyr.tidyverse.org/reference/count.html","dplyr","R4DS-2e Ch. 14"
"20","str_sub()","extract parts of a string","https://stringr.tidyverse.org/reference/str_sub.html","stringr","R4DS-2e Ch. 14"
"21","charToRaw()","converts a length-one character string to raw bytes","https://rdrr.io/r/base/rawConversion.html","base","R4DS-2e Ch. 14"
"22","str_equal()","compare if two strings are equal",NA,"stringr","R4DS-2e Ch. 14"
"23","str_to_upper()","change text to upper case","https://stringr.tidyverse.org/reference/case.html","stringr","R4DS-2e Ch. 14"
"24","str_sort()","sort numeric or character vector (stringr version)","https://stringr.tidyverse.org/reference/str_order.html","stringr","R4DS-2e Ch. 14"
"25","df()",NA,NA,NA,"R4DS-2e Ch. 14"
"26","debug()",NA,NA,NA,"R4DS-2e Ch. 14"
"27","n()","return current group size","https://dplyr.tidyverse.org/reference/context.html","dplyr","R4DS-2e Ch. 14"
