"","term","description","url","package","title"
"1","library()","load R packages","https://rdrr.io/r/base/library.html","base","R4DS-2e Ch. 16"
"2","c()","create vector of numbers, characters, etc.","https://rdrr.io/r/base/c.html","base","R4DS-2e Ch. 16"
"3","sort()","sort a vector or factor into ascending or descending order (base R)","https://rdrr.io/r/base/sort.html","base","R4DS-2e Ch. 16"
"4","factor()","encode vector as factor","https://rdrr.io/r/base/factor.html","base","R4DS-2e Ch. 16"
"5","fct()",NA,NA,NA,"R4DS-2e Ch. 16"
"6","levels()","view and change factor levels","https://rdrr.io/r/base/levels.html","base","R4DS-2e Ch. 16"
"7","read_csv()","read comma delimited files","https://readr.tidyverse.org/reference/read_delim.html","readr","R4DS-2e Ch. 16"
"8","cols()",NA,NA,NA,"R4DS-2e Ch. 16"
"9","col_factor()",NA,NA,NA,"R4DS-2e Ch. 16"
"10","count()","count unique values of variables","https://dplyr.tidyverse.org/reference/count.html","dplyr","R4DS-2e Ch. 16"
"11","group_by()","group data by levels of column","https://dplyr.tidyverse.org/reference/group_by.html","dplyr","R4DS-2e Ch. 16"
"12","summarize()","summarize data usually by grouping variable","https://dplyr.tidyverse.org/reference/summarise.html","dplyr","R4DS-2e Ch. 16"
"13","mean()","calculate mean of elements of vector","https://rdrr.io/r/base/mean.html","base","R4DS-2e Ch. 16"
"14","n()","return current group size","https://dplyr.tidyverse.org/reference/context.html","dplyr","R4DS-2e Ch. 16"
"15","ggplot()","create a plotting area","https://ggplot2.tidyverse.org/reference/ggplot.html","ggplot2","R4DS-2e Ch. 16"
"16","aes()","create aesthetic mappings between data and plot","https://ggplot2.tidyverse.org/reference/aes.html","ggplot2","R4DS-2e Ch. 16"
"17","geom_point()","add layer of points to plot","https://ggplot2.tidyverse.org/reference/geom_point.html","ggplot2","R4DS-2e Ch. 16"
"18","fct_reorder()","reorder factor levels by sorting along another variable","https://forcats.tidyverse.org/reference/fct_reorder.html","forcats","R4DS-2e Ch. 16"
"19","fct_relevel()","reorder factor levels by hand","https://forcats.tidyverse.org/reference/fct_relevel.html","forcats","R4DS-2e Ch. 16"
"20","filter()","keep rows based on values of columns","https://dplyr.tidyverse.org/reference/filter.html","dplyr","R4DS-2e Ch. 16"
"21","is.na()","determine whether elements of vector are missing","https://rdrr.io/r/base/NA.html","base","R4DS-2e Ch. 16"
"22","mutate()","create or modify data columns","https://dplyr.tidyverse.org/reference/mutate.html","dplyr","R4DS-2e Ch. 16"
"23","sum()","sum elements of vector","https://rdrr.io/r/base/sum.html","base","R4DS-2e Ch. 16"
"24","geom_line()","add layer of data lines to plot","https://ggplot2.tidyverse.org/reference/geom_path.html","ggplot2","R4DS-2e Ch. 16"
"25","scale_color_brewer()","map colors to data with ColorBrewer","https://ggplot2.tidyverse.org/reference/scale_brewer.html","ggplot2","R4DS-2e Ch. 16"
"26","fct_reorder2()","reorder factor levels by sorting along another variable with two dimensions","https://forcats.tidyverse.org/reference/fct_reorder.html","forcats","R4DS-2e Ch. 16"
"27","labs()","modify axis, legend, and plot labels","https://ggplot2.tidyverse.org/reference/labs.html","ggplot2","R4DS-2e Ch. 16"
"28","fct_infreq()","reorder factor levels in the order of most to least frequent","https://forcats.tidyverse.org/reference/fct_inorder.html","forcats","R4DS-2e Ch. 16"
"29","fct_rev()","reverse order of factor levels","https://forcats.tidyverse.org/reference/fct_rev.html","forcats","R4DS-2e Ch. 16"
"30","geom_bar()","create bar chart based on counts in data","https://ggplot2.tidyverse.org/reference/geom_bar.html","ggplot2","R4DS-2e Ch. 16"
"31","fct_recode()","change factor levels by hand","https://forcats.tidyverse.org/reference/fct_recode.html","forcats","R4DS-2e Ch. 16"
"32","fct_collapse()","collapse factors into manually defined groups","https://forcats.tidyverse.org/reference/fct_collapse.html","forcats","R4DS-2e Ch. 16"
"33","fct_lump_lowfreq()","lump together least frequent levels of a factor","https://forcats.tidyverse.org/reference/fct_lump.html","forcats","R4DS-2e Ch. 16"
"34","fct_lump_n()","lump all factor levels except the most frequent","https://forcats.tidyverse.org/reference/fct_lump.html","forcats","R4DS-2e Ch. 16"
"35","ordered()","created ordered factor","https://rdrr.io/r/base/factor.html","base","R4DS-2e Ch. 16"
"36","month()","return or set month component of a date-time","https://lubridate.tidyverse.org/reference/month.html","lubridate","R4DS-2e Ch. 16"
