"","term","description","url","package","title"
"36","geom_segment()","plot line segment","https://ggplot2.tidyverse.org/reference/geom_segment.html","ggplot2","R4DS-2e Ch. 11"
"37","scale_x_date()","scale x axis to be date","https://ggplot2.tidyverse.org/reference/scale_date.html","ggplot2","R4DS-2e Ch. 11"
"38","guides()","set guides for scale","https://ggplot2.tidyverse.org/reference/guides.html","ggplot2","R4DS-2e Ch. 11"
"39","guide_legend()","control legend formatting","https://ggplot2.tidyverse.org/reference/guide_legend.html","ggplot2","R4DS-2e Ch. 11"
"40","list()","create recursive vector (list)","https://rdrr.io/r/base/list.html","base","R4DS-2e Ch. 11"
"41","geom_bin2d()",NA,NA,NA,"R4DS-2e Ch. 11"
"42","log10()","compute base 10 logarithm","https://rdrr.io/r/base/Log.html","base","R4DS-2e Ch. 11"
"43","scale_x_log10()","scale x axis to be log base 10","https://ggplot2.tidyverse.org/reference/scale_continuous.html","ggplot2","R4DS-2e Ch. 11"
"44","scale_y_log10()","scale y axis to be log base 10","https://ggplot2.tidyverse.org/reference/scale_continuous.html","ggplot2","R4DS-2e Ch. 11"
"45","scale_color_brewer()","map colors to data with ColorBrewer","https://ggplot2.tidyverse.org/reference/scale_brewer.html","ggplot2","R4DS-2e Ch. 11"
"46","scale_color_manual()","map colors to data manually","https://ggplot2.tidyverse.org/reference/scale_manual.html","ggplot2","R4DS-2e Ch. 11"
"47","rnorm()","generate random sample from normal distribution","https://rdrr.io/r/stats/Normal.html","stats","R4DS-2e Ch. 11"
"48","geom_hex()","create heatmap of bin counts using hexagons","https://ggplot2.tidyverse.org/reference/geom_hex.html","ggplot2","R4DS-2e Ch. 11"
"49","coord_fixed()","force aspect ratio between data units on axes","https://ggplot2.tidyverse.org/reference/coord_fixed.html","ggplot2","R4DS-2e Ch. 11"
"50","scale_fill_viridis_c()",NA,NA,NA,"R4DS-2e Ch. 11"
"51","scale_fill_viridis_b()",NA,NA,NA,"R4DS-2e Ch. 11"
"52","coord_cartesian()","use Cartesian coordinates","https://ggplot2.tidyverse.org/reference/coord_cartesian.html","ggplot2","R4DS-2e Ch. 11"
"53","range()","return vector of minimum and maximum","https://rdrr.io/r/base/range.html","base","R4DS-2e Ch. 11"
"54","unique()","return vector with duplicate elements removed","https://rdrr.io/r/base/unique.html","base","R4DS-2e Ch. 11"
"55","scale_color_gradient()","scale color aesthetic to continuous color gradient","https://ggplot2.tidyverse.org/reference/scale_gradient.html","ggplot2","R4DS-2e Ch. 11"
"56","theme_bw()",NA,NA,NA,"R4DS-2e Ch. 11"
"57","element_rect()",NA,NA,NA,"R4DS-2e Ch. 11"
"58","element_text()",NA,NA,NA,"R4DS-2e Ch. 11"
"59","geom_density()",NA,NA,NA,"R4DS-2e Ch. 11"
"60","facet_wrap()","create subplots from one variable","https://ggplot2.tidyverse.org/reference/facet_wrap.html","ggplot2","R4DS-2e Ch. 11"
"61","guide_area()",NA,NA,NA,"R4DS-2e Ch. 11"
"62","plot_annotation()",NA,NA,NA,"R4DS-2e Ch. 11"
"63","plot_layout()",NA,NA,NA,"R4DS-2e Ch. 11"
"64","class()","return object class","https://rdrr.io/r/base/class.html","base","R4DS-2e Ch. 11"
"65","n()","return current group size","https://dplyr.tidyverse.org/reference/context.html","dplyr","R4DS-2e Ch. 11"
"66","cut()","divide range of vector into intervals","https://rdrr.io/r/base/cut.html","base","R4DS-2e Ch. 11"
"67","start()",NA,NA,NA,"R4DS-2e Ch. 11"
"68","id()",NA,NA,NA,"R4DS-2e Ch. 11"
"69","end()",NA,NA,NA,"R4DS-2e Ch. 11"
"70","compact()",NA,NA,NA,"R4DS-2e Ch. 11"
