"","term","description","url","package","title"
"1","library()","load R packages","https://rdrr.io/r/base/library.html","base","psyteachr_dsrr Ch. 08"
"2","set.seed()",NA,NA,NA,"psyteachr_dsrr Ch. 08"
"3","rep()","create repetitions of numbers, characters, etc.","https://rdrr.io/r/base/rep.html","base","psyteachr_dsrr Ch. 08"
"4","c()","create vector of numbers, characters, etc.","https://rdrr.io/r/base/c.html","base","psyteachr_dsrr Ch. 08"
"5","seq()","create sequences of numbers","https://rdrr.io/r/base/seq.html","base","psyteachr_dsrr Ch. 08"
"6","replicate()",NA,NA,NA,"psyteachr_dsrr Ch. 08"
"7","rnorm()","generate random sample from normal distribution","https://rdrr.io/r/stats/Normal.html","stats","psyteachr_dsrr Ch. 08"
"8","power.t.test()",NA,NA,NA,"psyteachr_dsrr Ch. 08"
"9","tibble()","create tibble","https://tibble.tidyverse.org/reference/tibble.html","tibble","psyteachr_dsrr Ch. 08"
"10","lapply()","apply a function to multiple elements of an object and return a list","https://rdrr.io/r/base/lapply.html","base","psyteachr_dsrr Ch. 08"
"11","map()","apply a function to multiple elements of an object in purrr, return a list","https://purrr.tidyverse.org/reference/map.html","purrr","psyteachr_dsrr Ch. 08"
"12","str()","return object structure","https://rdrr.io/r/utils/str.html","utils","psyteachr_dsrr Ch. 08"
"13","sapply()","apply a function to multiple elements of an object and return a vector, matrix, or array","https://rdrr.io/r/base/lapply.html","base","psyteachr_dsrr Ch. 08"
"14","map_dbl()","apply a function to multiple elements of an object in purrr, return a double vector","https://purrr.tidyverse.org/reference/map.html","purrr","psyteachr_dsrr Ch. 08"
"15","mutate()","create or modify data columns","https://dplyr.tidyverse.org/reference/mutate.html","dplyr","psyteachr_dsrr Ch. 08"
"16","select()","keep specified columns","https://dplyr.tidyverse.org/reference/select.html","dplyr","psyteachr_dsrr Ch. 08"
"17","add1()",NA,NA,NA,"psyteachr_dsrr Ch. 08"
"18","round()","round values to specified number of digits","https://rdrr.io/r/base/Round.html","base","psyteachr_dsrr Ch. 08"
"19","paste()","concatenate character vectors with space between elements","https://rdrr.io/r/base/paste.html","base","psyteachr_dsrr Ch. 08"
"20","return()","return value","https://rdrr.io/r/base/function.html","base","psyteachr_dsrr Ch. 08"
"21","report_p()",NA,NA,NA,"psyteachr_dsrr Ch. 08"
"22","is.numeric()","determine if input is of type numeric","https://rdrr.io/r/base/numeric.html","base","psyteachr_dsrr Ch. 08"
"23","stop()","stop execution of current expression and return an error","https://rdrr.io/r/base/stop.html","base","psyteachr_dsrr Ch. 08"
"24","warning()",NA,NA,NA,"psyteachr_dsrr Ch. 08"
"25","t.test()","computer one and two sample Student’s t-test on vectors of data","https://rdrr.io/r/stats/t.test.html","stats","psyteachr_dsrr Ch. 08"
"26","gather()",NA,NA,NA,"psyteachr_dsrr Ch. 08"
"27","tidy()","turn object into tidy tibble","https://generics.r-lib.org/reference/tidy.html","generics","psyteachr_dsrr Ch. 08"
"28","pull()","extract a single column","https://dplyr.tidyverse.org/reference/pull.html","dplyr","psyteachr_dsrr Ch. 08"
"29","t_sim()",NA,NA,NA,"psyteachr_dsrr Ch. 08"
"30","mean()","calculate mean of elements of vector","https://rdrr.io/r/base/mean.html","base","psyteachr_dsrr Ch. 08"
"31","power()",NA,NA,NA,"psyteachr_dsrr Ch. 08"
"32","n()","return current group size","https://dplyr.tidyverse.org/reference/context.html","dplyr","psyteachr_dsrr Ch. 08"
"33","alpha()",NA,NA,NA,"psyteachr_dsrr Ch. 08"
