"","term","description","url","package","title"
"1","library()","load R packages","https://rdrr.io/r/base/library.html","base","R4DS-2e Ch. 18"
"2","tribble()","create row-wise tibble","https://tibble.tidyverse.org/reference/tribble.html","tibble","R4DS-2e Ch. 18"
"3","fill()","fill in missing values","https://tidyr.tidyverse.org/reference/fill.html","tidyr","R4DS-2e Ch. 18"
"4","everything()","select all variables","https://tidyselect.r-lib.org/reference/everything.html","tidyselect","R4DS-2e Ch. 18"
"5","c()","create vector of numbers, characters, etc.","https://rdrr.io/r/base/c.html","base","R4DS-2e Ch. 18"
"6","coalesce()","combine vectors by returning the first non-missing value at each position","https://dplyr.tidyverse.org/reference/coalesce.html","dplyr","R4DS-2e Ch. 18"
"7","na_if()","replace values with NA","https://dplyr.tidyverse.org/reference/na_if.html","dplyr","R4DS-2e Ch. 18"
"8","is.na()","determine whether elements of vector are missing","https://rdrr.io/r/base/NA.html","base","R4DS-2e Ch. 18"
"9","sqrt()",NA,NA,NA,"R4DS-2e Ch. 18"
"10","tibble()","create tibble","https://tibble.tidyverse.org/reference/tibble.html","tibble","R4DS-2e Ch. 18"
"11","pivot_wider()","pivot data frame to be wider","https://tidyr.tidyverse.org/reference/pivot_wider.html","tidyr","R4DS-2e Ch. 18"
"12","complete()","complete a data frame with missing combinations of data","https://tidyr.tidyverse.org/reference/complete.html","tidyr","R4DS-2e Ch. 18"
"13","distinct()","select only unique/distinct rows from data frame","https://dplyr.tidyverse.org/reference/distinct.html","dplyr","R4DS-2e Ch. 18"
"14","anti_join()","join two data sets dropping all observations in x that have a match in y","https://dplyr.tidyverse.org/reference/filter-joins.html","dplyr","R4DS-2e Ch. 18"
"15","factor()","encode vector as factor","https://rdrr.io/r/base/factor.html","base","R4DS-2e Ch. 18"
"16","count()","count unique values of variables","https://dplyr.tidyverse.org/reference/count.html","dplyr","R4DS-2e Ch. 18"
"17","ggplot()","create a plotting area","https://ggplot2.tidyverse.org/reference/ggplot.html","ggplot2","R4DS-2e Ch. 18"
"18","aes()","create aesthetic mappings between data and plot","https://ggplot2.tidyverse.org/reference/aes.html","ggplot2","R4DS-2e Ch. 18"
"19","geom_bar()","create bar chart based on counts in data","https://ggplot2.tidyverse.org/reference/geom_bar.html","ggplot2","R4DS-2e Ch. 18"
"20","scale_x_discrete()",NA,NA,NA,"R4DS-2e Ch. 18"
"21","group_by()","group data by levels of column","https://dplyr.tidyverse.org/reference/group_by.html","dplyr","R4DS-2e Ch. 18"
"22","summarize()","summarize data usually by grouping variable","https://dplyr.tidyverse.org/reference/summarise.html","dplyr","R4DS-2e Ch. 18"
"23","n()","return current group size","https://dplyr.tidyverse.org/reference/context.html","dplyr","R4DS-2e Ch. 18"
"24","mean()","calculate mean of elements of vector","https://rdrr.io/r/base/mean.html","base","R4DS-2e Ch. 18"
"25","min()","compute minima of input values","https://rdrr.io/r/base/Extremes.html","base","R4DS-2e Ch. 18"
"26","max()","compute maxima of input values","https://rdrr.io/r/base/Extremes.html","base","R4DS-2e Ch. 18"
"27","sd()","compute standard deviation","https://rdrr.io/r/stats/sd.html","stats","R4DS-2e Ch. 18"
"28","length()","return number of elements in a vector","https://rdrr.io/r/base/length.html","base","R4DS-2e Ch. 18"
"29","numeric()",NA,NA,NA,"R4DS-2e Ch. 18"
"30","person()",NA,NA,NA,"R4DS-2e Ch. 18"
"31","year()","return or set year component of a date-time","https://lubridate.tidyverse.org/reference/year.html","lubridate","R4DS-2e Ch. 18"
