"","term","description","url","package","title"
"1","library()","load R packages","https://rdrr.io/r/base/library.html","base","psyteachr_ads Ch. 08"
"2","read_csv()","read comma delimited files","https://readr.tidyverse.org/reference/read_delim.html","readr","psyteachr_ads Ch. 08"
"3","group_by()","group data by levels of column","https://dplyr.tidyverse.org/reference/group_by.html","dplyr","psyteachr_ads Ch. 08"
"4","summarise()",NA,NA,NA,"psyteachr_ads Ch. 08"
"5","sum()","sum elements of vector","https://rdrr.io/r/base/sum.html","base","psyteachr_ads Ch. 08"
"6","select()","keep specified columns","https://dplyr.tidyverse.org/reference/select.html","dplyr","psyteachr_ads Ch. 08"
"7","pivot_longer()","pivot data frame to be longer","https://tidyr.tidyverse.org/reference/pivot_longer.html","tidyr","psyteachr_ads Ch. 08"
"8","ggplot()","create a plotting area","https://ggplot2.tidyverse.org/reference/ggplot.html","ggplot2","psyteachr_ads Ch. 08"
"9","aes()","create aesthetic mappings between data and plot","https://ggplot2.tidyverse.org/reference/aes.html","ggplot2","psyteachr_ads Ch. 08"
"10","geom_histogram()","create histogram of counts as bars","https://ggplot2.tidyverse.org/reference/geom_histogram.html","ggplot2","psyteachr_ads Ch. 08"
"11","pivot_wider()","pivot data frame to be wider","https://tidyr.tidyverse.org/reference/pivot_wider.html","tidyr","psyteachr_ads Ch. 08"
"12","c()","create vector of numbers, characters, etc.","https://rdrr.io/r/base/c.html","base","psyteachr_ads Ch. 08"
"13","list()","create recursive vector (list)","https://rdrr.io/r/base/list.html","base","psyteachr_ads Ch. 08"
"14","separate()","split single column into multiple columns","https://tidyr.tidyverse.org/reference/separate.html","tidyr","psyteachr_ads Ch. 08"
"15","mutate()","create or modify data columns","https://dplyr.tidyverse.org/reference/mutate.html","dplyr","psyteachr_ads Ch. 08"
"16","str_replace_all()","replace all matched patterns in a  string","https://stringr.tidyverse.org/reference/str_replace.html","stringr","psyteachr_ads Ch. 08"
"17","glimpse()",NA,NA,NA,"psyteachr_ads Ch. 08"
"18","type_convert()","re-convert character columns in existing data frame","https://readr.tidyverse.org/reference/type_convert.html","readr","psyteachr_ads Ch. 08"
"19","year()","return or set year component of a date-time","https://lubridate.tidyverse.org/reference/year.html","lubridate","psyteachr_ads Ch. 08"
"20","as.integer()","coerce to integer","https://rdrr.io/r/base/integer.html","base","psyteachr_ads Ch. 08"
"21","as.character()","coerce object to character","https://rdrr.io/r/base/character.html","base","psyteachr_ads Ch. 08"
