"","term","description","url","package","title"
"1","library()","load R packages","https://rdrr.io/r/base/library.html","base","R4DS-2e Ch. 13"
"2","c()","create vector of numbers, characters, etc.","https://rdrr.io/r/base/c.html","base","R4DS-2e Ch. 13"
"3","parse_double()","parse a character vector to doubles","https://readr.tidyverse.org/reference/parse_atomic.html","readr","R4DS-2e Ch. 13"
"4","parse_number()","parse a character vector to numbers","https://readr.tidyverse.org/reference/parse_atomic.html","readr","R4DS-2e Ch. 13"
"5","count()","count unique values of variables","https://dplyr.tidyverse.org/reference/count.html","dplyr","R4DS-2e Ch. 13"
"6","group_by()","group data by levels of column","https://dplyr.tidyverse.org/reference/group_by.html","dplyr","R4DS-2e Ch. 13"
"7","summarize()","summarize data usually by grouping variable","https://dplyr.tidyverse.org/reference/summarise.html","dplyr","R4DS-2e Ch. 13"
"8","n()","return current group size","https://dplyr.tidyverse.org/reference/context.html","dplyr","R4DS-2e Ch. 13"
"9","mean()","calculate mean of elements of vector","https://rdrr.io/r/base/mean.html","base","R4DS-2e Ch. 13"
"10","n_distinct()","count unique combinations","https://dplyr.tidyverse.org/reference/n_distinct.html","dplyr","R4DS-2e Ch. 13"
"11","arrange()","change order of rows based on values of columns","https://dplyr.tidyverse.org/reference/arrange.html","dplyr","R4DS-2e Ch. 13"
"12","desc()","order in descending order","https://dplyr.tidyverse.org/reference/desc.html","dplyr","R4DS-2e Ch. 13"
"13","sum()","sum elements of vector","https://rdrr.io/r/base/sum.html","base","R4DS-2e Ch. 13"
"14","is.na()","determine whether elements of vector are missing","https://rdrr.io/r/base/NA.html","base","R4DS-2e Ch. 13"
"15","filter()","keep rows based on values of columns","https://dplyr.tidyverse.org/reference/filter.html","dplyr","R4DS-2e Ch. 13"
"16","tribble()","create row-wise tibble","https://tibble.tidyverse.org/reference/tribble.html","tibble","R4DS-2e Ch. 13"
"17","mutate()","create or modify data columns","https://dplyr.tidyverse.org/reference/mutate.html","dplyr","R4DS-2e Ch. 13"
"18","pmin()","compute parallel minima for one or more vectors","https://rdrr.io/r/base/Extremes.html","base","R4DS-2e Ch. 13"
