"","term","description","url","package","title"
"19","pmax()","compute parallel maxima for one or more vectors","https://rdrr.io/r/base/Extremes.html","base","R4DS-2e Ch. 13"
"20","min()","compute minima of input values","https://rdrr.io/r/base/Extremes.html","base","R4DS-2e Ch. 13"
"21","max()","compute maxima of input values","https://rdrr.io/r/base/Extremes.html","base","R4DS-2e Ch. 13"
"22","ggplot()","create a plotting area","https://ggplot2.tidyverse.org/reference/ggplot.html","ggplot2","R4DS-2e Ch. 13"
"23","aes()","create aesthetic mappings between data and plot","https://ggplot2.tidyverse.org/reference/aes.html","ggplot2","R4DS-2e Ch. 13"
"24","geom_line()","add layer of data lines to plot","https://ggplot2.tidyverse.org/reference/geom_path.html","ggplot2","R4DS-2e Ch. 13"
"25","geom_point()","add layer of points to plot","https://ggplot2.tidyverse.org/reference/geom_point.html","ggplot2","R4DS-2e Ch. 13"
"26","round()","round values to specified number of digits","https://rdrr.io/r/base/Round.html","base","R4DS-2e Ch. 13"
"27","floor()","round down to nearest integer","https://rdrr.io/r/base/Round.html","base","R4DS-2e Ch. 13"
"28","ceiling()","round up to nearest integer","https://rdrr.io/r/base/Round.html","base","R4DS-2e Ch. 13"
"29","cut()","divide range of vector into intervals","https://rdrr.io/r/base/cut.html","base","R4DS-2e Ch. 13"
"30","cumsum()","calculate the cumulative sums of a vector","https://rdrr.io/r/base/cumsum.html","base","R4DS-2e Ch. 13"
"31","min_rank()","rank vector elements with ties set to minimum","https://dplyr.tidyverse.org/reference/ranking.html","dplyr","R4DS-2e Ch. 13"
"32","tibble()","create tibble","https://tibble.tidyverse.org/reference/tibble.html","tibble","R4DS-2e Ch. 13"
"33","row_number()","rank vector elements with ties set to first","https://dplyr.tidyverse.org/reference/ranking.html","dplyr","R4DS-2e Ch. 13"
"34","dense_rank()","rank vector elements with no gaps between ranks","https://dplyr.tidyverse.org/reference/ranking.html","dplyr","R4DS-2e Ch. 13"
"35","percent_rank()","rescale rank between 0 and 1","https://dplyr.tidyverse.org/reference/ranking.html","dplyr","R4DS-2e Ch. 13"
"36","cume_dist()","cumulative distribution function giving proportion of all values less than or equal to the current rank","https://dplyr.tidyverse.org/reference/ranking.html","dplyr","R4DS-2e Ch. 13"
"37","lag()","find the previous values in a vector","https://dplyr.tidyverse.org/reference/lead-lag.html","dplyr","R4DS-2e Ch. 13"
"38","lead()","find the next values in a vector","https://dplyr.tidyverse.org/reference/lead-lag.html","dplyr","R4DS-2e Ch. 13"
"39","first()",NA,NA,NA,"R4DS-2e Ch. 13"
"40","consecutive_id()","generate a unique identifier for consecutive combinations","https://dplyr.tidyverse.org/reference/consecutive_id.html","dplyr","R4DS-2e Ch. 13"
"41","slice_head()","select the first (specified) number of rows","https://dplyr.tidyverse.org/reference/slice.html","dplyr","R4DS-2e Ch. 13"
"42","median()","compute sample median","https://rdrr.io/r/stats/median.html","stats","R4DS-2e Ch. 13"
"43","geom_abline()","add vertical, horizontal, or diagonal reference lines","https://ggplot2.tidyverse.org/reference/geom_abline.html","ggplot2","R4DS-2e Ch. 13"
"44","quantile()","calculate sample quantiles","https://rdrr.io/r/stats/quantile.html","stats","R4DS-2e Ch. 13"
"45","IQR()","computes interquartile range","https://rdrr.io/r/stats/IQR.html","stats","R4DS-2e Ch. 13"
"46","interaction()",NA,NA,NA,"R4DS-2e Ch. 13"
"47","geom_freqpoly()","create frequency polygon","https://ggplot2.tidyverse.org/reference/geom_histogram.html","ggplot2","R4DS-2e Ch. 13"
"48","nth()",NA,NA,NA,"R4DS-2e Ch. 13"
"49","last()",NA,NA,NA,"R4DS-2e Ch. 13"
"50","month()","return or set month component of a date-time","https://lubridate.tidyverse.org/reference/month.html","lubridate","R4DS-2e Ch. 13"
"51","df()",NA,NA,NA,"R4DS-2e Ch. 13"
"52","hour()","return or set hour component of a date-time","https://lubridate.tidyverse.org/reference/hour.html","lubridate","R4DS-2e Ch. 13"
"53","time()",NA,NA,NA,"R4DS-2e Ch. 13"
"54","diff()",NA,NA,NA,"R4DS-2e Ch. 13"
"55","year()","return or set year component of a date-time","https://lubridate.tidyverse.org/reference/year.html","lubridate","R4DS-2e Ch. 13"
"56","day()","get days component of date-time","https://lubridate.tidyverse.org/reference/day.html","lubridate","R4DS-2e Ch. 13"
