"","term","description","url","package","title"
"25","cor()","compute the correlation of two vectors","https://rdrr.io/r/stats/cor.html","stats","psyteachr_dsrr Ch. 09"
"26","list()","create recursive vector (list)","https://rdrr.io/r/base/list.html","base","psyteachr_dsrr Ch. 09"
"27","plot_ly()",NA,NA,NA,"psyteachr_dsrr Ch. 09"
"28","add_markers()",NA,NA,NA,"psyteachr_dsrr Ch. 09"
"29","rnorm_multi()",NA,NA,NA,"psyteachr_dsrr Ch. 09"
"30","check_sim_stats()",NA,NA,NA,"psyteachr_dsrr Ch. 09"
"31","data.frame()","create data frame","https://rdrr.io/r/base/data.frame.html","base","psyteachr_dsrr Ch. 09"
"32","sim_design()",NA,NA,NA,"psyteachr_dsrr Ch. 09"
"33","binom.test()",NA,NA,NA,"psyteachr_dsrr Ch. 09"
"34","sim_binom_test()",NA,NA,NA,"psyteachr_dsrr Ch. 09"
"35","replicate()",NA,NA,NA,"psyteachr_dsrr Ch. 09"
"36","t.test()","computer one and two sample Student’s t-test on vectors of data","https://rdrr.io/r/stats/t.test.html","stats","psyteachr_dsrr Ch. 09"
"37","names()","return (and can assign) column names","https://rdrr.io/r/base/names.html","base","psyteachr_dsrr Ch. 09"
"38","return()","return value","https://rdrr.io/r/base/function.html","base","psyteachr_dsrr Ch. 09"
"39","sim_t_ind()",NA,NA,NA,"psyteachr_dsrr Ch. 09"
"40","power.t.test()",NA,NA,NA,"psyteachr_dsrr Ch. 09"
"41","cor.test()",NA,NA,NA,"psyteachr_dsrr Ch. 09"
"42","sim_cor_test()",NA,NA,NA,"psyteachr_dsrr Ch. 09"
"43","pwr.r.test()",NA,NA,NA,"psyteachr_dsrr Ch. 09"
"44","read_csv()","read comma delimited files","https://readr.tidyverse.org/reference/read_delim.html","readr","psyteachr_dsrr Ch. 09"
"45","filter()","keep rows based on values of columns","https://dplyr.tidyverse.org/reference/filter.html","dplyr","psyteachr_dsrr Ch. 09"
"46","mutate()","create or modify data columns","https://dplyr.tidyverse.org/reference/mutate.html","dplyr","psyteachr_dsrr Ch. 09"
"47","recode()",NA,NA,NA,"psyteachr_dsrr Ch. 09"
"48","as.numeric()","coerce object to numeric","https://rdrr.io/r/base/numeric.html","base","psyteachr_dsrr Ch. 09"
"49","select()","keep specified columns","https://dplyr.tidyverse.org/reference/select.html","dplyr","psyteachr_dsrr Ch. 09"
"50","tibble()","create tibble","https://tibble.tidyverse.org/reference/tibble.html","tibble","psyteachr_dsrr Ch. 09"
"51","gather()",NA,NA,NA,"psyteachr_dsrr Ch. 09"
"52","xlim()","specify limits of x axis","https://ggplot2.tidyverse.org/reference/lims.html","ggplot2","psyteachr_dsrr Ch. 09"
"53","map_dbl()","apply a function to multiple elements of an object in purrr, return a double vector","https://purrr.tidyverse.org/reference/map.html","purrr","psyteachr_dsrr Ch. 09"
"54","geom_hline()","plot horizontal reference line","https://ggplot2.tidyverse.org/reference/geom_abline.html","ggplot2","psyteachr_dsrr Ch. 09"
"55","n()","return current group size","https://dplyr.tidyverse.org/reference/context.html","dplyr","psyteachr_dsrr Ch. 09"
"56","sd()","compute standard deviation","https://rdrr.io/r/stats/sd.html","stats","psyteachr_dsrr Ch. 09"
"57","sigma()",NA,NA,NA,"psyteachr_dsrr Ch. 09"
"58","time()",NA,NA,NA,"psyteachr_dsrr Ch. 09"
"59","alpha()",NA,NA,NA,"psyteachr_dsrr Ch. 09"
"60","power()",NA,NA,NA,"psyteachr_dsrr Ch. 09"
